1006 4
394 -1
355 -2
271 3
218 0
203 1
196 5
185 2
142 -5
140 6
136 -3
89 7
81 -4
69 8
68 9
54 15
54 12
46 -6
33 11
31 17
31 14
27 10
26 16
25 18
25 13
23 19
22 21
20 -7
14 -9
13 20
12 22
11 -8
11 35
10 32
10 26
9 30
9 27
9 25
8 46
8 40
8 31
7 44
7 43
7 37
7 33
7 23
6 65
6 42
6 34
5 28
5 -10
4 75
4 72
4 69
4 54
4 50
4 49
4 45
4 41
4 -11
3 92
3 71
3 68
3 66
3 61
3 60
3 53
3 48
3 47
3 36
3 29
3 24
3 -13
3 -12
2 95
2 88
2 81
2 78
2 77
2 73
2 52
2 51
2 39
2 38
2 -20
2 180
2 169
2 -16
2 149
2 146
2 143
2 117
2 107
1 x
1 97
1 91
1 90
1 86
1 836
1 82
1 79
1 74
1 67
1 64
1 63
1 59
1 58
1 55
1 522
1 507
1 506
1 414
1 407
1 -36
1 -30
1 295
1 276
1 270
1 269
1 250
1 239
1 232
1 218
1 215
1 210
1 208
1 200
1 197
1 190
1 184
1 173
1 170
1 167
1 155
1 -15
1 139785
1 136
1 135
1 128
1 121
1 119
1 116
1 112
1 108
1 108
1 112
1 116
1 119
1 121
1 128
1 135
1 136
1 139785
1 -15
1 155
1 167
1 170
1 173
1 184
1 190
1 197
1 200
1 208
1 210
1 215
1 218
1 232
1 239
1 250
1 269
1 270
1 276
1 295
1 -30
1 -36
1 407
1 414
1 506
1 507
1 522
1 55
1 58
1 59
1 63
1 64
1 67
1 74
1 79
1 82
1 836
1 86
1 90
1 91
1 97
1 x
2 107
2 117
2 143
2 146
2 149
2 -16
2 169
2 180
2 -20
2 38
2 39
2 51
2 52
2 73
2 77
2 78
2 81
2 88
2 95
3 -12
3 -13
3 24
3 29
3 36
3 47
3 48
3 53
3 60
3 61
3 66
3 68
3 71
3 92
4 -11
4 41
4 45
4 49
4 50
4 54
4 69
4 72
4 75
5 -10
5 28
6 34
6 42
6 65
7 23
7 33
7 37
7 43
7 44
8 31
8 40
8 46
9 25
9 27
9 30
10 26
10 32
11 35
11 -8
12 22
13 20
14 -9
20 -7
22 21
23 19
25 13
25 18
26 16
27 10
31 14
31 17
33 11
46 -6
54 12
54 15
68 9
69 8
81 -4
89 7
136 -3
140 6
142 -5
185 2
196 5
203 1
218 0
271 3
355 -2
394 -1
1006 4
